timestamp,unit_id,unit_type,empire_or_resistance,location_x,location_y,destination_x,destination_y,homeworld
2025-03-17 14:56:46,367,at-st,empire,9,9,9,2,Malastare
2025-03-17 14:56:45,368,unknown,empire,10,5,9,1,Bestine IV
2025-03-17 14:56:44,369,at-st,empire,5,6,9,7,Rodia
2025-03-17 14:56:43,370,x-wing,empire,8,10,2,3,Socorro
2025-03-17 14:56:42,371,unknown,resistance,10,1,4,5,Alderaan
2025-03-17 14:56:41,372,at-at,empire,2,5,1,4,Stewjon
2025-03-17 14:56:40,373,resistance_soldier,empire,9,8,10,2,Tund
2025-03-17 14:56:39,374,stormtrooper,resistance,8,10,3,10,Haruun Kal
2025-03-17 14:56:38,375,tie_fighter,empire,2,9,7,5,Vulpter
2025-03-17 14:56:37,376,resistance_soldier,empire,5,2,7,9,Malastare
2025-03-17 14:56:36,377,x-wing,resistance,6,3,2,9,Eriadu
2025-03-17 14:56:35,378,tie_silencer,empire,5,2,6,1,Muunilinst
2025-03-17 14:56:34,379,at-st,empire,2,8,4,7,Kalee
2025-03-17 14:56:33,380,tie_silencer,empire,10,5,2,10,Dorin
2025-03-17 14:56:32,381,tie_fighter,empire,1,10,9,7,Kashyyyk
2025-03-17 14:56:31,382,unknown,resistance,7,5,8,10,Alderaan
2025-03-17 14:56:30,383,tie_fighter,resistance,6,5,4,9,Iridonia
2025-03-17 14:56:29,384,stormtrooper,resistance,8,3,1,8,Umbara
2025-03-17 14:56:28,385,resistance_soldier,empire,2,10,7,1,Champala
2025-03-17 14:56:27,386,at-st,resistance,6,2,7,1,Cerea
2025-03-17 14:56:26,387,at-at,empire,5,2,5,10,Rodia
2025-03-17 14:56:25,388,tie_fighter,empire,4,5,7,3,Aleen Minor
2025-03-17 14:56:24,389,stormtrooper,resistance,4,7,9,4,Iktotch
2025-03-17 14:56:23,390,x-wing,resistance,4,9,4,1,Shili
2025-03-17 14:56:22,391,stormtrooper,empire,1,4,3,9,Skako
2025-03-17 14:56:21,392,unknown,empire,2,8,4,7,Dagobah
2025-03-17 14:56:20,393,tie_fighter,resistance,7,3,6,9,Sullust
2025-03-17 14:56:19,394,tie_fighter,empire,10,3,6,3,Toydaria
2025-03-17 14:56:18,395,at-at,empire,1,8,3,1,Iridonia
2025-03-17 14:56:17,396,tie_fighter,empire,6,4,9,10,Iktotch
2025-03-17 14:56:16,397,x-wing,empire,8,2,9,10,Champala
2025-03-17 14:56:15,398,unknown,empire,7,7,3,8,Dagobah
2025-03-17 14:56:14,399,tie_silencer,empire,2,6,8,3,Serenno
2025-03-17 14:56:13,400,resistance_soldier,resistance,1,6,7,1,Sullust
2025-03-17 14:56:12,401,at-st,empire,7,3,3,9,Kalee
2025-03-17 14:56:11,402,tie_fighter,empire,8,1,4,8,Serenno
2025-03-17 14:56:10,403,resistance_soldier,resistance,6,3,4,5,Dorin
2025-03-17 14:56:09,404,resistance_soldier,resistance,4,9,5,3,Iridonia
2025-03-17 14:56:08,405,tie_silencer,empire,5,7,8,5,Malastare
2025-03-17 14:56:07,406,resistance_soldier,resistance,8,10,5,4,Eriadu
2025-03-17 14:56:06,407,tie_silencer,empire,5,6,9,8,Corellia
2025-03-17 14:56:05,408,tie_fighter,empire,8,7,2,5,Champala
2025-03-17 14:56:04,409,stormtrooper,resistance,7,6,7,10,Kalee
2025-03-17 14:56:03,410,resistance_soldier,empire,7,3,4,8,Toydaria
2025-03-17 14:56:02,411,at-at,resistance,1,1,4,10,Glee Anselm
2025-03-17 14:56:01,412,tie_silencer,resistance,1,7,4,6,Dathomir
2025-03-17 14:56:00,413,stormtrooper,resistance,7,5,5,8,Chandrila
2025-03-17 14:55:59,414,at-st,resistance,1,3,1,7,Quermia
2025-03-17 14:55:58,415,resistance_soldier,resistance,10,10,6,4,Shili
2025-03-17 14:55:57,416,at-at,empire,5,3,6,7,Stewjon
2025-03-17 14:55:56,417,x-wing,empire,10,8,3,5,Corellia
2025-03-17 14:55:55,418,resistance_soldier,empire,6,9,7,1,Tund
2025-03-17 14:55:54,419,stormtrooper,empire,1,10,10,5,Iridonia
2025-03-17 14:55:53,420,tie_fighter,resistance,4,5,6,2,Trandosha
2025-03-17 14:55:52,421,at-st,resistance,10,9,4,3,Dorin
2025-03-17 14:55:51,422,resistance_soldier,resistance,7,1,5,2,Shili
2025-03-17 14:55:50,423,tie_fighter,resistance,4,8,4,9,Rodia
2025-03-17 14:55:49,424,unknown,empire,10,2,9,5,Dagobah
2025-03-17 14:55:48,425,stormtrooper,resistance,6,9,8,8,Umbara
2025-03-17 14:55:47,426,tie_silencer,empire,4,6,8,4,Chandrila
2025-03-17 14:55:46,427,unknown,empire,7,8,9,5,Naboo
2025-03-17 14:55:45,428,resistance_soldier,resistance,10,2,4,7,Dathomir
2025-03-17 14:55:44,429,resistance_soldier,resistance,8,1,9,10,Vulpter
2025-03-17 14:55:43,430,at-at,empire,6,7,2,6,Stewjon
2025-03-17 14:55:42,431,unknown,empire,4,9,3,9,Tholoth
2025-03-17 14:55:41,432,resistance_soldier,resistance,7,2,10,9,Aleen Minor
2025-03-17 14:55:40,433,stormtrooper,resistance,9,10,9,6,Zolan
2025-03-17 14:55:39,434,stormtrooper,empire,8,7,4,2,Champala
2025-03-17 14:55:38,435,at-st,resistance,10,8,1,7,Skako
2025-03-17 14:55:37,436,tie_silencer,empire,10,8,4,3,Dagobah
2025-03-17 14:55:36,437,stormtrooper,empire,6,1,5,6,Chandrila
2025-03-17 14:55:35,438,tie_fighter,empire,9,4,8,6,Serenno
2025-03-17 14:55:34,439,unknown,empire,9,8,5,4,Dagobah
2025-03-17 14:55:33,440,tie_silencer,empire,9,3,2,7,Mirial
2025-03-17 14:55:32,441,x-wing,resistance,2,4,3,1,Quermia
2025-03-17 14:55:31,442,tie_fighter,empire,8,6,10,5,Iktotch
2025-03-17 14:55:30,443,at-at,empire,2,2,6,8,Bestine IV
2025-03-17 14:55:29,444,at-at,resistance,4,7,2,5,Malastare
2025-03-17 14:55:28,445,stormtrooper,resistance,6,5,2,10,Tatooine
2025-03-17 14:55:27,446,x-wing,empire,7,4,2,9,Serenno
2025-03-17 14:55:26,447,x-wing,empire,9,4,2,5,Aleen Minor
2025-03-17 14:55:25,448,tie_silencer,resistance,8,3,9,7,Ryloth
2025-03-17 14:55:24,449,stormtrooper,resistance,10,1,6,7,Ryloth
2025-03-17 14:55:23,450,at-at,empire,7,7,9,6,Tund
2025-03-17 14:55:22,451,at-st,empire,8,7,9,3,Ojom
2025-03-17 14:55:21,452,x-wing,empire,9,1,10,7,Malastare
2025-03-17 14:55:20,453,tie_fighter,resistance,7,4,8,1,Umbara
2025-03-17 14:55:19,454,tie_silencer,empire,1,6,3,5,Ojom
2025-03-17 14:55:18,455,resistance_soldier,empire,9,4,9,8,Vulpter
2025-03-17 14:55:17,456,at-st,resistance,9,1,1,7,Bestine IV
2025-03-17 14:55:16,457,unknown,resistance,5,3,8,10,Glee Anselm
2025-03-17 14:55:15,458,tie_silencer,empire,2,3,4,1,Tholoth
2025-03-17 14:55:14,459,tie_silencer,empire,8,9,8,3,Eriadu
2025-03-17 14:55:13,460,tie_silencer,empire,8,7,6,6,Zolan
2025-03-17 14:55:12,461,tie_silencer,resistance,1,5,7,2,Mon Cala
2025-03-17 14:55:11,462,x-wing,empire,6,1,4,6,Toydaria
2025-03-17 14:55:10,463,unknown,resistance,7,9,4,5,Alderaan
2025-03-17 14:55:09,464,at-st,resistance,6,2,10,10,Rodia
2025-03-17 14:55:08,465,at-st,empire,6,5,9,5,Corellia
2025-03-17 14:55:07,466,tie_silencer,empire,10,7,3,10,Trandosha
2025-03-17 14:55:06,467,tie_fighter,resistance,5,4,10,5,Naboo
2025-03-17 14:55:05,468,stormtrooper,empire,8,3,5,7,Umbara
2025-03-17 14:55:04,469,x-wing,empire,1,10,10,8,Trandosha
2025-03-17 14:55:03,470,x-wing,resistance,1,10,5,1,Haruun Kal
2025-03-17 14:55:02,471,unknown,resistance,6,4,8,8,Mon Cala
2025-03-17 14:55:01,472,resistance_soldier,resistance,1,6,4,2,Tholoth
2025-03-17 14:55:00,473,tie_silencer,empire,7,2,10,7,Corellia
2025-03-17 14:54:59,474,stormtrooper,empire,2,5,7,3,Iktotch
2025-03-17 14:54:58,475,at-st,empire,3,7,3,7,Tund
2025-03-17 14:54:57,476,at-st,empire,9,8,3,9,Corellia
2025-03-17 14:54:56,477,resistance_soldier,empire,3,7,4,9,Muunilinst
2025-03-17 14:54:55,478,at-at,resistance,4,10,8,6,Ryloth
2025-03-17 14:54:54,479,at-at,empire,4,3,5,2,Skako
2025-03-17 14:54:53,480,resistance_soldier,resistance,2,3,6,6,Haruun Kal
2025-03-17 14:54:52,481,at-at,empire,8,5,9,1,Malastare
2025-03-17 14:54:51,482,at-at,empire,9,2,6,7,Dathomir
2025-03-17 14:54:50,483,at-at,empire,3,4,5,9,Muunilinst
2025-03-17 14:54:49,484,at-at,resistance,4,2,6,9,Toydaria
2025-03-17 14:54:48,485,tie_silencer,empire,4,2,4,8,Rodia
2025-03-17 14:54:47,486,x-wing,resistance,8,8,7,2,Ryloth
2025-03-17 14:54:46,487,unknown,empire,2,8,9,10,Vulpter
2025-03-17 14:54:45,488,at-at,resistance,7,1,10,7,Haruun Kal
2025-03-17 14:54:44,489,resistance_soldier,resistance,7,1,5,2,Stewjon
2025-03-17 14:54:43,490,unknown,empire,10,3,2,6,Serenno
2025-03-17 14:54:42,491,tie_silencer,resistance,7,1,7,8,Mirial
2025-03-17 14:54:41,492,stormtrooper,resistance,6,10,4,1,Haruun Kal
2025-03-17 14:54:40,493,tie_fighter,empire,10,2,6,6,Tund
2025-03-17 14:54:39,494,at-st,resistance,5,8,4,8,Zolan
2025-03-17 14:54:38,495,unknown,resistance,9,5,9,8,Ryloth
2025-03-17 14:54:37,496,tie_silencer,resistance,8,9,1,3,Champala
2025-03-17 14:54:36,497,unknown,resistance,9,9,8,3,Sullust
2025-03-17 14:54:35,498,unknown,empire,9,3,4,9,Tund
2025-03-17 14:54:34,499,stormtrooper,resistance,9,5,10,6,Malastare
2025-03-17 14:54:33,500,tie_fighter,empire,1,6,5,6,Corellia
2025-03-17 14:54:32,501,at-at,empire,4,4,4,9,Iktotch
2025-03-17 14:54:31,502,x-wing,empire,5,8,9,9,Concord Dawn
2025-03-17 14:54:30,503,at-st,empire,2,9,4,9,Tatooine
2025-03-17 14:54:29,504,at-at,resistance,8,3,6,6,Dorin
2025-03-17 14:54:28,505,x-wing,resistance,7,7,3,4,Sullust
2025-03-17 14:54:27,506,tie_silencer,empire,6,4,6,1,Skako
2025-03-17 14:54:26,507,resistance_soldier,resistance,3,6,6,10,Sullust
2025-03-17 14:54:25,508,x-wing,empire,1,6,6,4,Glee Anselm
2025-03-17 14:54:24,509,x-wing,resistance,6,4,6,2,Kashyyyk
2025-03-17 14:54:23,510,unknown,empire,8,1,4,2,Serenno
2025-03-17 14:54:22,511,tie_silencer,resistance,10,1,4,2,Umbara
2025-03-17 14:54:21,512,unknown,resistance,8,10,2,7,Ryloth
2025-03-17 14:54:20,513,unknown,resistance,5,8,6,10,Kashyyyk
2025-03-17 14:54:19,514,at-at,empire,7,10,9,5,Vulpter
2025-03-17 14:54:18,515,stormtrooper,resistance,4,7,7,10,Dathomir
2025-03-17 14:54:17,516,tie_fighter,resistance,10,9,9,10,Zolan
2025-03-17 14:54:16,517,tie_fighter,resistance,4,3,1,2,Sullust
2025-03-17 14:54:15,518,resistance_soldier,resistance,8,8,4,10,Bestine IV
2025-03-17 14:54:14,519,at-at,resistance,7,6,6,8,Quermia
2025-03-17 14:54:13,520,tie_silencer,resistance,8,4,4,10,Tholoth
2025-03-17 14:54:12,521,stormtrooper,empire,3,2,6,7,Toydaria
2025-03-17 14:54:11,522,at-at,resistance,4,2,7,7,Bestine IV
2025-03-17 14:54:10,523,resistance_soldier,empire,8,10,1,5,Mirial
2025-03-17 14:54:09,524,at-at,empire,3,8,10,1,Ojom
2025-03-17 14:54:08,525,at-at,resistance,3,5,8,7,Skako
2025-03-17 14:54:07,526,x-wing,resistance,1,10,5,1,Iktotch
2025-03-17 14:54:06,527,resistance_soldier,empire,9,8,6,7,Kalee
2025-03-17 14:54:05,528,unknown,empire,8,5,2,1,Concord Dawn
2025-03-17 14:54:04,529,at-st,empire,6,8,3,2,Concord Dawn
2025-03-17 14:54:03,530,tie_fighter,empire,8,10,3,1,Zolan
2025-03-17 14:54:02,531,at-st,resistance,6,7,1,2,Vulpter
2025-03-17 14:54:01,532,unknown,resistance,10,5,10,6,Aleen Minor
2025-03-17 14:54:00,533,at-at,empire,5,2,10,10,Kalee
2025-03-17 14:53:59,534,at-at,empire,8,1,1,9,Haruun Kal
2025-03-17 14:53:58,535,tie_silencer,resistance,1,10,1,1,Trandosha
2025-03-17 14:53:57,536,stormtrooper,empire,1,7,10,6,Cerea
2025-03-17 14:53:56,537,resistance_soldier,resistance,5,3,5,9,Mirial
2025-03-17 14:53:55,538,at-st,empire,7,5,5,7,Zolan
2025-03-17 14:53:54,539,stormtrooper,empire,3,10,9,4,Trandosha
2025-03-17 14:53:53,540,stormtrooper,resistance,3,10,1,7,Champala
2025-03-17 14:53:52,541,x-wing,resistance,8,1,5,1,Alderaan
2025-03-17 14:53:51,542,at-st,empire,9,8,8,10,Dathomir
2025-03-17 14:53:50,543,tie_fighter,empire,6,5,3,3,Stewjon
2025-03-17 14:53:49,544,stormtrooper,empire,6,5,8,7,Quermia
2025-03-17 14:53:48,545,x-wing,resistance,1,5,7,7,Shili
2025-03-17 14:53:47,546,at-st,resistance,7,3,4,1,Socorro
2025-03-17 14:53:46,547,tie_fighter,resistance,9,5,10,10,Champala
2025-03-17 14:53:45,548,tie_fighter,resistance,10,9,8,6,Dorin
2025-03-17 14:53:44,549,resistance_soldier,resistance,9,7,3,8,Iridonia
2025-03-17 14:53:43,550,resistance_soldier,resistance,1,10,1,9,Skako
2025-03-17 14:53:42,551,unknown,empire,9,6,8,10,Glee Anselm
2025-03-17 14:53:41,552,at-st,empire,2,7,5,3,Skako
2025-03-17 14:53:40,553,stormtrooper,resistance,5,2,10,6,Kashyyyk
2025-03-17 14:53:39,554,at-st,empire,10,2,9,4,Dorin
2025-03-17 14:53:38,555,unknown,empire,3,10,2,7,Malastare
2025-03-17 14:53:37,556,unknown,resistance,9,3,7,10,Ojom
2025-03-17 14:53:36,557,at-at,resistance,1,6,3,9,Naboo
2025-03-17 14:53:35,558,x-wing,resistance,10,3,4,10,Dathomir
2025-03-17 14:53:34,559,at-at,resistance,6,3,3,9,Concord Dawn
2025-03-17 14:53:33,560,at-at,resistance,10,3,9,1,Champala
2025-03-17 14:53:32,561,at-at,empire,3,10,2,9,Malastare
2025-03-17 14:53:31,562,at-st,resistance,4,8,9,6,Alderaan
2025-03-17 14:53:30,563,unknown,resistance,9,5,6,1,Iktotch
2025-03-17 14:53:29,564,resistance_soldier,empire,2,10,3,7,Vulpter
2025-03-17 14:53:28,565,tie_fighter,resistance,1,6,9,6,Sullust
2025-03-17 14:53:27,566,stormtrooper,empire,8,4,5,9,Dagobah
2025-03-17 14:53:26,567,tie_fighter,resistance,5,1,9,3,Concord Dawn
2025-03-17 14:53:25,568,at-at,resistance,10,8,3,4,Socorro
2025-03-17 14:53:24,569,stormtrooper,empire,5,2,3,1,Socorro
2025-03-17 14:53:23,570,resistance_soldier,resistance,2,7,1,7,Ryloth
2025-03-17 14:53:22,571,resistance_soldier,empire,9,10,8,2,Muunilinst
2025-03-17 14:53:21,572,tie_fighter,empire,5,4,10,1,Troiken
2025-03-17 14:53:20,573,x-wing,resistance,3,3,4,8,Rodia
2025-03-17 14:53:19,574,unknown,empire,2,2,6,9,Glee Anselm
2025-03-17 14:53:18,575,resistance_soldier,resistance,4,4,10,3,Bestine IV
2025-03-17 14:53:17,576,tie_fighter,empire,8,5,1,7,Stewjon
2025-03-17 14:53:16,577,resistance_soldier,empire,6,6,5,8,Toydaria
2025-03-17 14:53:15,578,at-st,resistance,7,6,3,1,Kashyyyk
2025-03-17 14:53:14,579,at-at,resistance,1,10,9,2,Skako
2025-03-17 14:53:13,580,resistance_soldier,empire,3,9,8,10,Rodia
2025-03-17 14:53:12,581,unknown,empire,10,4,4,2,Muunilinst
2025-03-17 14:53:11,582,unknown,resistance,9,10,9,10,Kalee
2025-03-17 14:53:10,583,tie_fighter,empire,3,9,6,8,Dorin
2025-03-17 14:53:09,584,at-st,resistance,4,9,7,5,Haruun Kal
2025-03-17 14:53:08,585,at-at,empire,10,8,1,7,Kalee
2025-03-17 14:53:07,586,x-wing,empire,5,8,3,2,Dagobah
2025-03-17 14:53:06,587,unknown,empire,8,7,1,5,Quermia
2025-03-17 14:53:05,588,resistance_soldier,empire,2,10,6,7,Haruun Kal
2025-03-17 14:53:04,589,tie_fighter,resistance,2,3,9,9,Troiken
2025-03-17 14:53:03,590,tie_silencer,empire,10,6,2,2,Mon Cala
2025-03-17 14:53:02,591,x-wing,resistance,3,4,4,5,Glee Anselm
2025-03-17 14:53:01,592,at-st,resistance,6,1,9,9,Zolan
2025-03-17 14:53:00,593,resistance_soldier,resistance,7,4,7,4,Troiken
2025-03-17 14:52:59,594,unknown,empire,4,5,4,1,Concord Dawn
2025-03-17 14:52:58,595,at-st,empire,10,10,4,2,Muunilinst
2025-03-17 14:52:57,596,tie_silencer,empire,1,8,2,7,Umbara
2025-03-17 14:52:56,597,stormtrooper,empire,4,8,1,5,Socorro
2025-03-17 14:52:55,598,unknown,empire,8,5,4,2,Skako
2025-03-17 14:52:54,599,stormtrooper,resistance,7,5,1,6,Chandrila
2025-03-17 14:52:53,600,stormtrooper,resistance,2,3,4,6,Mon Cala
2025-03-17 14:52:52,601,stormtrooper,resistance,5,2,4,2,Kashyyyk
2025-03-17 14:52:51,602,tie_silencer,empire,6,3,8,6,Iktotch
2025-03-17 14:52:50,603,x-wing,empire,8,6,1,1,Dorin
2025-03-17 14:52:49,604,at-st,resistance,7,1,9,5,Stewjon
2025-03-17 14:52:48,605,tie_silencer,empire,3,4,1,3,Ojom
2025-03-17 14:52:47,606,stormtrooper,resistance,5,7,8,1,Sullust
2025-03-17 14:52:46,607,resistance_soldier,resistance,3,1,4,6,Shili
2025-03-17 14:52:45,608,tie_fighter,resistance,10,5,9,9,Iktotch
2025-03-17 14:52:44,609,x-wing,empire,4,3,5,2,Naboo
2025-03-17 14:52:43,610,resistance_soldier,resistance,10,6,1,3,Kashyyyk
2025-03-17 14:52:42,611,unknown,empire,9,8,8,8,Skako
2025-03-17 14:52:41,612,unknown,resistance,4,6,4,4,Aleen Minor
2025-03-17 14:52:40,613,tie_fighter,resistance,4,8,1,2,Aleen Minor
2025-03-17 14:52:39,614,at-at,resistance,8,1,8,4,Troiken
2025-03-17 14:52:38,615,resistance_soldier,resistance,6,7,7,3,Mon Cala
2025-03-17 14:52:37,616,at-st,empire,7,6,3,10,Vulpter
2025-03-17 14:52:36,617,at-at,empire,5,1,2,7,Tatooine
2025-03-17 14:52:35,618,stormtrooper,resistance,6,2,6,1,Ryloth
2025-03-17 14:52:34,619,at-st,empire,2,4,4,10,Kashyyyk
2025-03-17 14:52:33,620,unknown,resistance,6,3,7,5,Trandosha
2025-03-17 14:52:32,621,unknown,empire,4,3,9,3,Mirial
2025-03-17 14:52:31,622,x-wing,resistance,7,7,10,6,Dathomir
2025-03-17 14:52:30,623,stormtrooper,resistance,6,3,9,5,Dagobah
2025-03-17 14:52:29,624,resistance_soldier,empire,9,2,3,3,Mirial
2025-03-17 14:52:28,625,resistance_soldier,resistance,7,2,8,9,Chandrila
2025-03-17 14:52:27,626,unknown,empire,6,8,6,1,Dagobah
2025-03-17 14:52:26,627,at-at,empire,9,5,7,3,Tholoth
2025-03-17 14:52:25,628,unknown,empire,5,2,4,5,Dorin
2025-03-17 14:52:24,629,resistance_soldier,empire,2,3,8,4,Ojom
2025-03-17 14:52:23,630,x-wing,resistance,5,9,5,8,Ryloth
2025-03-17 14:52:22,631,stormtrooper,empire,7,10,10,9,Champala
2025-03-17 14:52:21,632,resistance_soldier,empire,9,3,7,10,Quermia
2025-03-17 14:52:20,633,at-st,empire,3,6,3,10,Skako
2025-03-17 14:52:19,634,tie_silencer,empire,2,2,1,1,Tund
2025-03-17 14:52:18,635,tie_fighter,empire,1,1,5,4,Ojom
2025-03-17 14:52:17,636,tie_silencer,resistance,4,9,8,9,Ryloth
2025-03-17 14:52:16,637,at-at,empire,2,9,1,9,Haruun Kal
2025-03-17 14:52:15,638,stormtrooper,empire,7,2,6,9,Vulpter
2025-03-17 14:52:14,639,at-st,resistance,8,1,2,8,Rodia
2025-03-17 14:52:13,640,unknown,resistance,6,3,1,3,Haruun Kal
2025-03-17 14:52:12,641,x-wing,empire,3,4,5,5,Trandosha
2025-03-17 14:52:11,642,at-st,resistance,1,7,2,9,Sullust
2025-03-17 14:52:10,643,at-at,empire,4,2,7,1,Champala
2025-03-17 14:52:09,644,stormtrooper,empire,7,6,9,8,Bestine IV
2025-03-17 14:52:08,645,stormtrooper,empire,9,4,4,3,Mirial
2025-03-17 14:52:07,646,unknown,empire,10,10,7,1,Stewjon
2025-03-17 14:52:06,647,resistance_soldier,empire,8,5,4,1,Muunilinst
2025-03-17 14:52:05,648,tie_fighter,empire,4,2,3,6,Vulpter
2025-03-17 14:52:04,649,x-wing,empire,3,8,2,4,Tatooine
2025-03-17 14:52:03,650,resistance_soldier,resistance,7,6,9,5,Cerea
2025-03-17 14:52:02,651,tie_fighter,resistance,10,1,10,5,Rodia
2025-03-17 14:52:01,652,tie_silencer,empire,5,9,3,1,Iktotch
2025-03-17 14:52:00,653,stormtrooper,empire,4,5,5,5,Dagobah
2025-03-17 14:51:59,654,tie_silencer,resistance,6,3,3,2,Tholoth
2025-03-17 14:51:58,655,stormtrooper,resistance,10,9,10,10,Tatooine
2025-03-17 14:51:57,656,tie_silencer,resistance,1,9,10,4,Champala
2025-03-17 14:51:56,657,unknown,empire,6,6,7,5,Dorin
2025-03-17 14:51:55,658,tie_fighter,resistance,10,3,8,7,Naboo
2025-03-17 14:51:54,659,at-at,resistance,6,8,7,1,Zolan
2025-03-17 14:51:53,660,x-wing,empire,10,3,2,9,Tholoth
2025-03-17 14:51:52,661,resistance_soldier,resistance,6,8,7,2,Zolan
2025-03-17 14:51:51,662,stormtrooper,resistance,7,3,9,8,Kashyyyk
2025-03-17 14:51:50,663,unknown,resistance,1,8,9,9,Kashyyyk
2025-03-17 14:51:49,664,at-at,resistance,3,2,1,5,Socorro
2025-03-17 14:51:48,665,unknown,empire,3,2,2,4,Dorin
2025-03-17 14:51:47,666,at-st,resistance,10,6,9,4,Cerea
2025-03-17 14:51:46,667,at-at,resistance,1,9,3,9,Alderaan
2025-03-17 14:51:45,668,at-at,empire,8,1,5,5,Eriadu
2025-03-17 14:51:44,669,resistance_soldier,resistance,1,2,8,9,Stewjon
2025-03-17 14:51:43,670,tie_fighter,resistance,1,5,7,9,Dorin
2025-03-17 14:51:42,671,at-st,empire,6,5,6,4,Kalee
2025-03-17 14:51:41,672,stormtrooper,empire,4,4,2,4,Tund
2025-03-17 14:51:40,673,at-at,empire,9,7,2,7,Troiken
2025-03-17 14:51:39,674,x-wing,resistance,5,8,9,1,Dorin
2025-03-17 14:51:38,675,unknown,empire,8,10,9,2,Stewjon
2025-03-17 14:51:37,676,tie_fighter,resistance,4,8,7,4,Ryloth
2025-03-17 14:51:36,677,tie_silencer,empire,2,10,4,10,Glee Anselm
2025-03-17 14:51:35,678,unknown,resistance,4,6,4,6,Mon Cala
2025-03-17 14:51:34,679,tie_fighter,resistance,2,2,4,2,Alderaan
2025-03-17 14:51:33,680,tie_fighter,empire,6,2,9,5,Shili
2025-03-17 14:51:32,681,x-wing,resistance,4,6,1,2,Tund
2025-03-17 14:51:31,682,tie_fighter,empire,5,2,1,7,Serenno
2025-03-17 14:51:30,683,at-st,resistance,4,2,8,6,Concord Dawn
2025-03-17 14:51:29,684,tie_silencer,resistance,10,7,10,2,Ryloth
2025-03-17 14:51:28,685,tie_fighter,resistance,10,5,1,2,Alderaan
2025-03-17 14:51:27,686,at-at,resistance,7,4,6,6,Dathomir
2025-03-17 14:51:26,687,stormtrooper,resistance,8,7,6,7,Iridonia
2025-03-17 14:51:25,688,resistance_soldier,empire,1,3,8,1,Stewjon
2025-03-17 14:51:24,689,x-wing,empire,10,10,9,9,Tatooine
2025-03-17 14:51:23,690,tie_fighter,resistance,8,4,7,7,Chandrila
2025-03-17 14:51:22,691,resistance_soldier,resistance,7,6,10,9,Malastare
2025-03-17 14:51:21,692,resistance_soldier,resistance,7,7,5,3,Alderaan
2025-03-17 14:51:20,693,resistance_soldier,empire,8,6,10,3,Shili
2025-03-17 14:51:19,694,stormtrooper,resistance,8,9,5,8,Vulpter
2025-03-17 14:51:18,695,unknown,resistance,9,5,5,7,Haruun Kal
2025-03-17 14:51:17,696,tie_silencer,empire,4,6,4,1,Aleen Minor
2025-03-17 14:51:16,697,at-st,empire,10,9,5,7,Muunilinst
2025-03-17 14:51:15,698,tie_fighter,resistance,8,9,3,9,Tholoth
2025-03-17 14:51:14,699,at-st,resistance,1,8,4,4,Bestine IV
2025-03-17 14:51:13,700,unknown,resistance,1,2,4,2,Rodia
2025-03-17 14:51:12,701,x-wing,resistance,4,6,7,3,Kashyyyk
2025-03-17 14:51:11,702,stormtrooper,empire,1,7,3,7,Toydaria
2025-03-17 14:51:10,703,tie_fighter,empire,6,2,7,7,Eriadu
2025-03-17 14:51:09,704,at-st,resistance,5,4,1,7,Sullust
2025-03-17 14:51:08,705,stormtrooper,resistance,7,10,8,2,Ryloth
2025-03-17 14:51:07,706,resistance_soldier,empire,10,6,7,5,Ojom
2025-03-17 14:51:06,707,x-wing,empire,6,9,9,4,Trandosha
2025-03-17 14:51:05,708,unknown,resistance,8,7,8,6,Dorin
2025-03-17 14:51:04,709,unknown,empire,8,3,4,3,Tholoth
2025-03-17 14:51:03,710,at-st,resistance,1,2,2,9,Tholoth
2025-03-17 14:51:02,711,resistance_soldier,resistance,1,10,2,1,Haruun Kal
2025-03-17 14:51:01,712,resistance_soldier,resistance,3,10,10,1,Iridonia
2025-03-17 14:51:00,713,at-at,empire,10,5,5,9,Ojom
2025-03-17 14:50:59,714,x-wing,resistance,4,1,4,10,Toydaria
2025-03-17 14:50:58,715,tie_silencer,resistance,6,6,9,8,Alderaan
2025-03-17 14:50:57,716,x-wing,resistance,5,1,3,10,Muunilinst
2025-03-17 14:50:56,717,x-wing,resistance,10,3,2,4,Glee Anselm
2025-03-17 14:50:55,718,at-at,resistance,3,3,2,2,Quermia
2025-03-17 14:50:54,719,tie_silencer,empire,7,4,3,7,Muunilinst
2025-03-17 14:50:53,720,tie_silencer,resistance,4,7,10,3,Haruun Kal
2025-03-17 14:50:52,721,unknown,empire,5,3,7,5,Stewjon
2025-03-17 14:50:51,722,tie_silencer,empire,4,6,1,3,Ojom
2025-03-17 14:50:50,723,at-st,empire,9,7,10,2,Rodia
2025-03-17 14:50:49,724,x-wing,empire,3,7,9,3,Muunilinst
2025-03-17 14:50:48,725,tie_silencer,resistance,4,3,9,2,Zolan
2025-03-17 14:50:47,726,resistance_soldier,resistance,2,1,3,7,Malastare
2025-03-17 14:50:46,727,unknown,resistance,3,10,9,6,Kalee
2025-03-17 14:50:45,728,x-wing,empire,2,7,2,1,Zolan
2025-03-17 14:50:44,729,tie_silencer,empire,10,6,10,8,Mon Cala
2025-03-17 14:50:43,730,unknown,empire,3,5,7,1,Dagobah
2025-03-17 14:50:42,731,resistance_soldier,resistance,3,7,1,6,Trandosha
2025-03-17 14:50:41,732,x-wing,resistance,4,3,10,5,Glee Anselm
